Transaction ID,Date,Customer Name,Product Category,Product Name,Quantity,Price,Total Amount,Payment Method,Country
4880,"Dec 11, 2024",,Clothing,Shirt,1,15 USD,78.83,Cash,Germany
6660,12/11/2024,Ali Khan,Fruits,Apple,10,10.5,264.33,Debit,China
6494,,Jane Smith,Fruits,Banana,,10.5,322.85,Debit,China
7672,2024/12/09,,Household,Table,1,,285.08,Credit Card,INDIA
8317,,Wei Zhang,Clothing,Shirt,,8,,,China
5414,2024-12-10,Wei Zhang,Clothing,Shirt,1,,462.23,Credit Card,INDIA
1491,12/11/2024,,,,3,15 USD,133.89,Cash,United States
5052,,Wei Zhang,Household,Table,Five,15 USD,43.57,Debit,INDIA
8991,2024-12-10,,Clothing,Shirt,1,8,212.19,Cash,INDIA
3097,12/11/2024,Ali Khan,,,Five,15.0,125.18,Debit,INDIA
6624,2024/12/09,,Vegetables,Tomato,Five,15 USD,74.53,Cash,United States
4539,12/11/2024,John Doe,Vegetables,Tomato,10,15.0,98.3,Paypal,China
2806,,Ali Khan,Electronics,Laptop,10,15 USD,454.1,,India
8278,"Dec 11, 2024",,Vegetables,Tomato,2,,,CASH,INDIA
7208,2024/12/09,John Doe,Household,Table,Five,15 USD,297.5,Credit Card,United States
5445,12/11/2024,Wei Zhang,Clothing,Shirt,2,,76.45,Credit Card,
1212,"Dec 11, 2024",,Household,Table,,15 USD,110.08,Cash,India
3479,2024/12/09,,Fruits,Apple,,10.5,155.07,,
8182,2024/12/09,,Vegetables,Tomato,10,20.0,176.09,Paypal,USA
7320,12/11/2024,Jane Smith,Clothing,Shirt,Five,20.0,275.15,Credit Card,China
7373,,Jane Smith,,,10,,349.18,,INDIA
4940,2024-12-10,Wei Zhang,Clothing,Shirt,1,,179.44,Debit,USA
7912,2024/12/09,,Fruits,Apple,1,15 USD,,,
6332,,,,,3,8,,,China
7661,,,Vegetables,Tomato,3,10.5,382.09,Paypal,Germany
8319,2024-12-10,,Fruits,Apple,2,8,143.24,Credit Card,United States
4036,12/11/2024,,Clothing,Shirt,3,15.0,42.22,,China
2506,2024-12-10,,Electronics,Laptop,1,15 USD,19.8,CASH,Germany
3053,,John Doe,Electronics,Laptop,10,20.0,142.17,Paypal,China
4332,"Dec 11, 2024",Ali Khan,Household,Table,1,15 USD,177.66,Credit Card,China
6155,"Dec 11, 2024",John Doe,,,10,15 USD,,CASH,China
8933,12/11/2024,Wei Zhang,Clothing,Shirt,10,8,,Debit,INDIA
5212,2024/12/09,Jane Smith,Household,Table,Five,20.0,186.48,,Germany
3188,,Jane Smith,Electronics,Laptop,,,453.16,Credit Card,INDIA
5410,2024-12-10,,Household,Table,10,15.0,463.01,,Germany
4679,2024/12/09,Maria Lopez,Vegetables,Tomato,,15.0,71.89,Cash,India
4057,2024/12/09,Ali Khan,Fruits,Apple,1,,38.46,Paypal,China
8204,"Dec 11, 2024",Wei Zhang,,,10,20.0,229.18,,INDIA
6364,12/11/2024,Ali Khan,Fruits,Banana,2,15.0,92.54,Credit Card,United States
8470,2024/12/09,Wei Zhang,Fruits,Apple,2,20.0,347.12,Credit Card,USA
7967,"Dec 11, 2024",,,,,8,485.5,CASH,United States
3727,"Dec 11, 2024",,Vegetables,Tomato,3,15.0,394.31,Debit,
8891,12/11/2024,Ali Khan,Electronics,Laptop,,20.0,,Credit Card,U.S.A.
0,,John Doe,Clothing,Shirt,2,15.0,189.2,,India
2474,"Dec 11, 2024",Ali Khan,Household,Table,10,,326.14,Credit Card,China
4193,2024-12-10,Ali Khan,Household,Table,10,20.0,,Debit,USA
4362,,Jane Smith,,,Five,,78.0,,China
2194,,Ali Khan,,,1,20.0,210.2,Debit,
9433,2024/12/09,Wei Zhang,Fruits,Apple,Five,8,211.2,Cash,India
1369,"Dec 11, 2024",Wei Zhang,Electronics,Laptop,Five,,96.59,Cash,United States
5046,12/11/2024,Ali Khan,Electronics,Laptop,,15.0,,Paypal,
6650,2024/12/09,John Doe,Electronics,Table,10,10.5,470.79,CASH,Germany
8524,,Wei Zhang,Fruits,Apple,Five,15 USD,221.11,Credit Card,INDIA
7580,,,Household,Table,2,,158.59,Paypal,China
8168,2024-12-10,Wei Zhang,Electronics,Table,10,15 USD,458.15,Paypal,USA
7583,2024/12/09,,,,3,20.0,438.42,Paypal,Germany
7106,2024-12-10,John Doe,Electronics,Table,10,15.0,11.69,Debit,Germany
6258,,,Clothing,Shirt,,20.0,394.76,CASH,U.S.A.
5656,,,Electronics,Laptop,1,15.0,149.9,CASH,USA
4607,2024/12/09,John Doe,Electronics,Laptop,,15 USD,311.04,CASH,U.S.A.
9646,2024/12/09,,,,3,8,348.19,Cash,China
2466,2024/12/09,Ali Khan,Clothing,Shirt,3,10.5,398.2,CASH,China
3095,,Maria Lopez,Electronics,Laptop,Five,10.5,216.81,,USA
2425,12/11/2024,Ali Khan,Household,Table,3,20.0,313.78,,Germany
5396,2024-12-10,Jane Smith,Vegetables,Tomato,2,15 USD,134.01,Credit Card,U.S.A.
9339,"Dec 11, 2024",John Doe,Clothing,Shirt,1,10.5,490.82,Paypal,
2834,,John Doe,Clothing,Shirt,Five,15.0,44.3,CASH,
7922,2024-12-10,,Clothing,Shirt,Five,10.5,125.73,Paypal,Germany
4557,"Dec 11, 2024",Ali Khan,,,Five,15.0,100.85,Cash,USA
7829,"Dec 11, 2024",Maria Lopez,,,1,,,,United States
4005,2024/12/09,John Doe,Electronics,Table,,15.0,417.98,Cash,India
7581,2024/12/09,John Doe,Vegetables,Tomato,1,20.0,206.9,Paypal,United States
2932,12/11/2024,,Electronics,Laptop,3,,17.8,CASH,China
1187,"Dec 11, 2024",Maria Lopez,Household,Table,10,15 USD,103.48,Cash,INDIA
1132,12/11/2024,John Doe,Fruits,Apple,3,15.0,385.04,Credit Card,United States
1420,,,,,10,15.0,487.31,Cash,U.S.A.
7443,2024/12/09,Jane Smith,Household,Table,3,,300.13,Paypal,India
5233,2024/12/09,John Doe,Fruits,Apple,2,10.5,152.03,Debit,USA
4676,12/11/2024,,Clothing,Shirt,10,15 USD,89.3,Cash,China
7522,12/11/2024,Maria Lopez,,,1,8,270.69,Paypal,Germany
5476,2024-12-10,Maria Lopez,Clothing,Shirt,2,10.5,316.55,,Germany
8123,2024/12/09,Maria Lopez,Clothing,Shirt,1,20.0,325.39,Credit Card,USA
7831,,Wei Zhang,Vegetables,Banana,,20.0,295.63,CASH,USA
1074,12/11/2024,,Vegetables,Tomato,10,15 USD,175.75,Paypal,U.S.A.
1471,,Maria Lopez,Clothing,Shirt,10,8,,Debit,USA
2143,2024-12-10,,Vegetables,Tomato,3,10.5,283.26,CASH,U.S.A.
2033,"Dec 11, 2024",,Household,Table,10,10.5,99.44,CASH,India
9103,"Dec 11, 2024",,Household,Table,2,20.0,289.88,CASH,China
2792,2024/12/09,Jane Smith,Fruits,Apple,,8,79.83,Paypal,United States
3204,2024/12/09,,Vegetables,Banana,1,8,261.13,Credit Card,India
1596,2024/12/09,Ali Khan,Household,Table,2,15.0,344.01,Credit Card,USA
5116,2024-12-10,,Fruits,Apple,1,,371.69,Paypal,INDIA
6694,,Wei Zhang,Household,Table,10,20.0,,Paypal,U.S.A.
7120,"Dec 11, 2024",Wei Zhang,Household,Table,,15 USD,90.5,Debit,United States
6267,"Dec 11, 2024",Ali Khan,Clothing,Shirt,2,15 USD,393.27,CASH,India
9548,,Jane Smith,Vegetables,Tomato,3,,459.64,,United States
3851,"Dec 11, 2024",,,,3,15.0,271.12,Cash,
6649,"Dec 11, 2024",,Electronics,Laptop,3,8,427.28,Debit,
5364,"Dec 11, 2024",John Doe,Fruits,Apple,,8,493.12,Paypal,INDIA
2932,2024-12-10,John Doe,Vegetables,Tomato,Five,20.0,343.94,Credit Card,U.S.A.
1277,,,Electronics,Laptop,Five,15 USD,170.03,Cash,USA
5047,,John Doe,Clothing,Shirt,2,10.5,265.5,Paypal,U.S.A.
5523,"Dec 11, 2024",Wei Zhang,Electronics,Laptop,10,,399.04,,U.S.A.
6537,"Dec 11, 2024",,Vegetables,Banana,2,8,190.96,Paypal,INDIA
7040,2024/12/09,,Electronics,Laptop,10,20.0,293.28,Debit,INDIA
6991,2024-12-10,Jane Smith,Vegetables,Tomato,Five,,258.93,Credit Card,USA
2876,2024-12-10,Wei Zhang,Fruits,Apple,1,15 USD,274.01,Cash,Germany
7237,"Dec 11, 2024",Wei Zhang,Electronics,Laptop,10,20.0,447.7,Credit Card,China
7394,2024-12-10,,,,3,20.0,440.21,Debit,USA
3891,"Dec 11, 2024",John Doe,Clothing,Shirt,10,8,373.36,Cash,China
2125,,Wei Zhang,,,1,15 USD,160.41,Paypal,China
7522,12/11/2024,Ali Khan,,,10,10.5,,Cash,Germany
7847,,Ali Khan,Fruits,Apple,2,15 USD,,Debit,INDIA
7841,,,Vegetables,Tomato,1,8,,CASH,USA
2028,"Dec 11, 2024",,Vegetables,Tomato,,15 USD,171.45,Cash,USA
6592,2024/12/09,,Clothing,Shirt,3,8,347.39,CASH,U.S.A.
6901,2024/12/09,Jane Smith,Fruits,Banana,3,10.5,129.73,Credit Card,Germany
4441,2024-12-10,,Fruits,Banana,10,,342.06,CASH,China
4511,,Wei Zhang,Household,Table,1,15 USD,248.04,Credit Card,USA
7285,2024-12-10,,,,1,15.0,187.37,Paypal,China
2534,2024-12-10,Jane Smith,,,,,,CASH,India
1661,12/11/2024,Ali Khan,Household,Table,3,15 USD,415.15,Debit,United States
4089,,John Doe,,,10,,215.17,CASH,India
3855,,Wei Zhang,Vegetables,Tomato,Five,,114.06,,India
7743,2024-12-10,Jane Smith,Clothing,Shirt,2,10.5,210.51,Paypal,USA
5050,,Maria Lopez,Electronics,Laptop,,15 USD,45.07,,Germany
7900,,John Doe,,,10,8,23.97,Debit,Germany
3213,,Jane Smith,Clothing,Shirt,,15.0,399.72,CASH,USA
5066,"Dec 11, 2024",John Doe,Fruits,Apple,2,,326.96,Cash,India
9134,,,Household,Table,2,15.0,236.35,CASH,China
9109,12/11/2024,Ali Khan,Electronics,Laptop,1,20.0,365.25,CASH,United States
2526,2024/12/09,Ali Khan,Clothing,Shirt,10,10.5,186.13,Paypal,U.S.A.
3917,12/11/2024,John Doe,Vegetables,Tomato,10,8,134.58,CASH,USA
3201,12/11/2024,,Electronics,Laptop,Five,10.5,338.86,,United States
5970,2024-12-10,,,,3,,418.48,Credit Card,
9371,12/11/2024,,,,,10.5,105.85,Credit Card,INDIA
5390,"Dec 11, 2024",Jane Smith,Household,Table,2,10.5,355.45,Debit,
7477,,Maria Lopez,Electronics,Laptop,3,20.0,473.36,Cash,INDIA
3926,2024-12-10,Ali Khan,Electronics,Laptop,2,15 USD,196.14,Debit,U.S.A.
5278,2024/12/09,,Clothing,Shirt,1,10.5,120.6,,Germany
7152,,John Doe,Clothing,Shirt,Five,10.5,478.74,Credit Card,India
8746,,Ali Khan,Household,Table,3,20.0,93.21,,China
1950,2024/12/09,,Clothing,Shirt,2,20.0,340.72,Credit Card,Germany
8192,,,Fruits,Apple,3,8,,CASH,
3686,"Dec 11, 2024",John Doe,Fruits,Apple,10,15.0,368.21,Debit,
4317,"Dec 11, 2024",Jane Smith,Clothing,Shirt,2,15 USD,154.28,Cash,INDIA
2439,2024/12/09,John Doe,Electronics,Laptop,1,10.5,365.85,Paypal,INDIA
4661,12/11/2024,Jane Smith,Fruits,Banana,Five,20.0,297.35,CASH,China
2409,2024-12-10,Maria Lopez,Household,Table,2,15 USD,357.11,Debit,INDIA
4411,12/11/2024,,,,3,10.5,414.59,CASH,
5908,,Maria Lopez,Fruits,Banana,3,,180.92,Credit Card,China
3090,2024-12-10,,Clothing,Shirt,,10.5,99.45,,
7358,,Ali Khan,,,2,10.5,105.74,Paypal,INDIA
1681,2024-12-10,Wei Zhang,Fruits,Apple,10,20.0,,Cash,INDIA
2065,2024/12/09,John Doe,Clothing,Shirt,2,,317.5,,INDIA
1764,12/11/2024,John Doe,Clothing,Shirt,Five,8,123.21,Paypal,United States
5572,"Dec 11, 2024",Maria Lopez,Vegetables,Tomato,10,15.0,142.43,CASH,U.S.A.
3308,"Dec 11, 2024",,Clothing,Shirt,10,15 USD,244.81,CASH,Germany
1325,2024/12/09,Maria Lopez,Electronics,Laptop,1,20.0,235.29,Debit,India
1706,2024-12-10,John Doe,Vegetables,Banana,3,15.0,367.58,Debit,USA
6118,,Maria Lopez,Vegetables,Tomato,3,8,102.94,Paypal,USA
9624,,,Vegetables,Tomato,2,,278.71,Debit,
0,2024-12-10,,Vegetables,Tomato,1,20.0,106.92,Credit Card,
6336,"Dec 11, 2024",Maria Lopez,Household,Table,1,,225.21,Paypal,USA
8476,2024/12/09,Ali Khan,Clothing,Shirt,10,15 USD,,,INDIA
8095,"Dec 11, 2024",,Vegetables,Tomato,10,8,,,USA
5588,,John Doe,,,2,20.0,260.89,Paypal,Germany
3420,2024/12/09,John Doe,Electronics,Laptop,2,20.0,,Cash,Germany
9621,2024-12-10,Maria Lopez,Vegetables,Tomato,3,20.0,85.29,CASH,Germany
7692,,,Vegetables,Banana,3,15.0,431.69,Cash,China
2674,"Dec 11, 2024",,Household,Table,2,,281.1,CASH,Germany
5014,2024/12/09,John Doe,Electronics,Laptop,1,,441.37,Credit Card,Germany
5201,2024/12/09,,Vegetables,Banana,2,15 USD,161.36,Cash,India
1720,"Dec 11, 2024",Maria Lopez,Vegetables,Tomato,,,420.46,Credit Card,India
6995,2024/12/09,,Vegetables,Tomato,2,20.0,336.4,CASH,USA
5802,,Ali Khan,Fruits,Banana,,15 USD,,Paypal,U.S.A.
2849,,Maria Lopez,Household,Table,3,15.0,86.67,,India
0,,Jane Smith,Clothing,Shirt,Five,15.0,308.7,CASH,USA
8167,"Dec 11, 2024",,Fruits,Apple,3,15.0,213.73,Cash,USA
3546,2024-12-10,Ali Khan,Fruits,Apple,10,,63.67,Debit,USA
8667,"Dec 11, 2024",John Doe,Electronics,Laptop,2,8,,Credit Card,Germany
8717,12/11/2024,John Doe,,,Five,15.0,387.57,Cash,Germany
8049,,,Household,Table,,20.0,186.05,CASH,United States
5446,2024-12-10,Maria Lopez,Fruits,Apple,10,20.0,329.82,CASH,China
7377,2024-12-10,,Vegetables,Banana,,,,Paypal,United States
3324,"Dec 11, 2024",,Electronics,Laptop,1,,273.15,Debit,China
1903,12/11/2024,Maria Lopez,Fruits,Apple,2,15 USD,428.99,Debit,United States
8006,12/11/2024,Ali Khan,,,10,10.5,268.33,CASH,Germany
2312,2024-12-10,Maria Lopez,Fruits,Apple,,,357.76,Cash,Germany
8093,2024/12/09,Wei Zhang,,,,20.0,366.75,Debit,China
6744,,Jane Smith,Vegetables,Tomato,1,10.5,132.11,Paypal,Germany
8123,2024/12/09,John Doe,,,1,10.5,429.96,CASH,China
1484,12/11/2024,Wei Zhang,Household,Table,Five,10.5,431.34,Paypal,U.S.A.
7751,2024/12/09,Jane Smith,,,1,20.0,351.31,,United States
1377,2024/12/09,Ali Khan,Electronics,Table,1,15 USD,94.84,CASH,China
2608,2024-12-10,Jane Smith,Clothing,Shirt,2,,160.62,Debit,INDIA
4590,12/11/2024,Wei Zhang,,,Five,10.5,,Paypal,U.S.A.
8189,"Dec 11, 2024",,Fruits,Apple,3,,280.38,Debit,India
2661,"Dec 11, 2024",,Electronics,Laptop,,8,484.33,Credit Card,India
1999,,Ali Khan,Household,Table,2,,129.72,Credit Card,China
3460,2024/12/09,Wei Zhang,,,3,15 USD,,CASH,India
2347,12/11/2024,,Household,Table,10,15.0,91.65,,China
2868,,,,,3,,407.92,,U.S.A.
7952,12/11/2024,John Doe,Household,Table,3,,,CASH,
7625,2024/12/09,,,,,10.5,275.61,Debit,USA
2830,"Dec 11, 2024",Maria Lopez,Clothing,Shirt,Five,8,200.1,,United States
9116,2024/12/09,Maria Lopez,Vegetables,Banana,1,,411.39,Cash,
8906,"Dec 11, 2024",,Vegetables,Tomato,1,8,99.73,Debit,INDIA
7725,2024/12/09,Maria Lopez,Household,Table,3,10.5,436.66,Paypal,
4870,12/11/2024,,Electronics,Table,,8,116.97,,
9372,2024-12-10,Wei Zhang,Fruits,Apple,1,,87.82,Debit,India
8381,"Dec 11, 2024",Ali Khan,Vegetables,Tomato,1,,69.39,Cash,U.S.A.
9498,2024-12-10,,Fruits,Apple,Five,15 USD,126.14,Paypal,Germany
7612,2024-12-10,Maria Lopez,Household,Table,1,15 USD,475.94,CASH,INDIA
9248,2024/12/09,Ali Khan,Vegetables,Tomato,Five,15 USD,368.38,Paypal,China
2418,2024/12/09,Maria Lopez,Household,Table,1,8,490.47,,
6847,2024-12-10,John Doe,Electronics,Laptop,10,8,,Cash,India
1253,2024-12-10,Wei Zhang,Electronics,Laptop,,20.0,70.94,Credit Card,India
2902,,John Doe,Electronics,Laptop,10,8,69.62,Paypal,United States
9547,2024-12-10,Ali Khan,Fruits,Apple,10,8,41.43,,China
7277,12/11/2024,Maria Lopez,Clothing,Shirt,Five,8,451.2,Paypal,
2354,12/11/2024,John Doe,Electronics,Table,2,8,489.72,Paypal,USA
6139,"Dec 11, 2024",Wei Zhang,Electronics,Laptop,1,8,75.69,Debit,U.S.A.
9583,2024/12/09,Wei Zhang,Clothing,Shirt,10,10.5,494.24,Paypal,Germany
2208,2024/12/09,,Vegetables,Tomato,,20.0,52.84,Cash,United States
3508,2024-12-10,,Fruits,Apple,2,15 USD,,Paypal,China
4238,2024-12-10,Maria Lopez,Electronics,Laptop,,10.5,446.45,,United States
3176,2024-12-10,Ali Khan,Vegetables,Banana,Five,15.0,313.87,Debit,China
6648,2024-12-10,,Electronics,Laptop,Five,15 USD,418.53,Credit Card,China
9306,,,Fruits,Apple,3,15.0,343.63,,United States
3106,"Dec 11, 2024",Jane Smith,,,3,,73.46,Paypal,U.S.A.
9513,2024/12/09,,Fruits,Apple,,20.0,37.74,Cash,U.S.A.
4942,2024-12-10,,Household,Table,3,20.0,365.76,Paypal,
5115,,,Electronics,Laptop,1,20.0,,Debit,Germany
8962,"Dec 11, 2024",Wei Zhang,Household,Table,10,10.5,263.6,Paypal,INDIA
2957,,Jane Smith,,,10,15.0,40.43,Paypal,India
1202,,,Electronics,Laptop,3,15.0,268.94,Debit,INDIA
6123,"Dec 11, 2024",John Doe,Electronics,Laptop,3,8,90.95,Debit,India
9381,2024-12-10,Ali Khan,Vegetables,Tomato,2,20.0,370.5,,Germany
2437,2024/12/09,Wei Zhang,Clothing,Shirt,Five,10.5,348.29,Paypal,India
5233,2024/12/09,Wei Zhang,Clothing,Shirt,,8,170.53,Credit Card,India
8004,2024/12/09,Wei Zhang,Clothing,Shirt,2,15 USD,207.49,Credit Card,
5201,2024/12/09,Ali Khan,Household,Table,,15.0,58.71,,United States
8609,2024/12/09,Maria Lopez,,,3,,204.78,Debit,India
2771,,John Doe,Vegetables,Tomato,10,15.0,286.72,CASH,U.S.A.
9592,,,Fruits,Apple,1,15.0,247.48,Credit Card,United States
4956,"Dec 11, 2024",Ali Khan,,,Five,15 USD,162.27,CASH,India
8970,,,Clothing,Shirt,10,20.0,451.71,,India
7235,,Maria Lopez,Clothing,Shirt,Five,8,279.11,CASH,China
5611,2024-12-10,Maria Lopez,Fruits,Apple,3,,55.22,Credit Card,USA
7745,,,Household,Table,3,,161.13,,INDIA
9158,2024/12/09,,Clothing,Shirt,Five,20.0,,Debit,United States
9345,2024-12-10,Ali Khan,Household,Table,,8,136.01,,INDIA
5702,,Ali Khan,Fruits,Apple,Five,8,,CASH,
8879,,Maria Lopez,Vegetables,Tomato,3,,186.27,,China
4230,12/11/2024,,,,2,15 USD,180.47,Paypal,U.S.A.
9104,2024/12/09,Ali Khan,Vegetables,Tomato,Five,8,408.93,,United States
5242,12/11/2024,Wei Zhang,Household,Table,3,10.5,30.85,Debit,United States
9832,12/11/2024,,Electronics,Laptop,1,20.0,364.48,Credit Card,India
8190,2024-12-10,John Doe,Clothing,Shirt,10,10.5,148.13,Cash,
6416,2024-12-10,Jane Smith,Household,Table,2,8,,CASH,India
2209,"Dec 11, 2024",Maria Lopez,Clothing,Shirt,Five,8,21.22,Debit,United States
2985,12/11/2024,Wei Zhang,Fruits,Apple,Five,20.0,482.46,CASH,INDIA
3363,12/11/2024,Jane Smith,Vegetables,Tomato,Five,20.0,212.4,Paypal,India
5541,"Dec 11, 2024",Wei Zhang,Fruits,Apple,10,8,206.1,Paypal,INDIA
4089,2024/12/09,Wei Zhang,Electronics,Laptop,Five,20.0,114.32,Paypal,U.S.A.
3425,2024/12/09,John Doe,Vegetables,Banana,1,10.5,398.59,Paypal,India
9454,12/11/2024,Wei Zhang,Household,Table,Five,20.0,178.05,,USA
9198,2024-12-10,Ali Khan,Fruits,Apple,3,8,144.16,,
3092,2024-12-10,Ali Khan,Household,Table,1,10.5,344.13,Debit,INDIA
9937,"Dec 11, 2024",Ali Khan,Vegetables,Tomato,3,15 USD,67.01,Cash,
3823,2024-12-10,,Electronics,Laptop,1,15 USD,451.47,CASH,India
7843,,,Electronics,Laptop,,15 USD,10.24,Credit Card,U.S.A.
6754,2024-12-10,John Doe,Household,Table,Five,20.0,175.72,Debit,
8988,,Jane Smith,,,2,15 USD,16.31,Credit Card,
1735,,Jane Smith,,,10,,406.91,,United States
5896,"Dec 11, 2024",John Doe,,,10,8,459.57,Cash,INDIA
6360,,Jane Smith,Household,Table,3,,386.79,Credit Card,India
4619,2024/12/09,,Fruits,Apple,,,302.71,Credit Card,U.S.A.
3261,2024-12-10,,Clothing,Shirt,2,20.0,360.23,Credit Card,India
6191,"Dec 11, 2024",Maria Lopez,,,10,,180.62,Credit Card,China
3570,"Dec 11, 2024",Ali Khan,Fruits,Banana,Five,8,300.63,Paypal,India
9011,"Dec 11, 2024",John Doe,Clothing,Shirt,3,,,Credit Card,USA
2049,2024/12/09,Wei Zhang,Fruits,Apple,,8,,Credit Card,India
7892,12/11/2024,Wei Zhang,Vegetables,Tomato,2,10.5,464.34,Credit Card,India
6949,2024/12/09,,,,Five,15 USD,393.29,Cash,China
8616,"Dec 11, 2024",Ali Khan,Clothing,Shirt,,15.0,179.96,Debit,India
5667,"Dec 11, 2024",,Vegetables,Banana,3,,,,India
1990,,Ali Khan,Clothing,Shirt,,,476.84,,India
5322,2024-12-10,Jane Smith,Fruits,Apple,10,,252.26,Credit Card,U.S.A.
9099,12/11/2024,Maria Lopez,Vegetables,Banana,,8,260.75,Credit Card,U.S.A.
3717,2024/12/09,Maria Lopez,Fruits,Apple,3,20.0,490.32,,United States
9768,"Dec 11, 2024",Ali Khan,Clothing,Shirt,1,15.0,182.7,Debit,India
6738,2024-12-10,Wei Zhang,,,,8,307.12,Credit Card,United States
8343,,,Clothing,Shirt,,,319.97,Paypal,Germany
6087,"Dec 11, 2024",John Doe,Electronics,Laptop,,15.0,466.77,Debit,China
9970,12/11/2024,,Vegetables,Tomato,10,8,85.97,Debit,U.S.A.
8567,12/11/2024,John Doe,Fruits,Apple,Five,15.0,127.21,CASH,USA
5875,,Ali Khan,Clothing,Shirt,3,20.0,251.74,Debit,INDIA
4822,12/11/2024,,Household,Table,3,15 USD,410.85,CASH,Germany
9263,"Dec 11, 2024",,Vegetables,Tomato,2,10.5,153.49,Credit Card,United States
4189,"Dec 11, 2024",,Vegetables,Tomato,3,,198.98,Debit,United States
3582,,Jane Smith,Electronics,Table,10,15 USD,362.5,Cash,India
8486,2024/12/09,,Household,Table,3,20.0,96.74,Paypal,China
8242,,,Vegetables,Tomato,,20.0,288.55,Debit,U.S.A.
6455,"Dec 11, 2024",Maria Lopez,Household,Table,Five,8,450.68,Credit Card,USA
9056,12/11/2024,Wei Zhang,Clothing,Shirt,,20.0,44.41,,Germany
9845,2024/12/09,Wei Zhang,Fruits,Apple,1,10.5,,Credit Card,United States
7799,,Maria Lopez,Fruits,Apple,3,20.0,97.28,Credit Card,USA
6604,2024/12/09,John Doe,,,3,15.0,52.01,,Germany
1951,2024/12/09,Ali Khan,Clothing,Shirt,2,10.5,235.93,Cash,USA
2578,2024/12/09,Wei Zhang,Household,Table,2,15.0,303.16,Cash,United States
1075,2024/12/09,John Doe,Electronics,Table,2,8,450.86,Debit,United States
1711,2024-12-10,Wei Zhang,Household,Table,1,15.0,46.37,Paypal,China
3189,2024-12-10,Maria Lopez,Household,Table,1,15.0,302.86,Paypal,China
8565,2024/12/09,,Clothing,Shirt,10,15 USD,62.65,Credit Card,U.S.A.
3597,12/11/2024,Jane Smith,Electronics,Laptop,3,8,196.03,Cash,United States
3357,2024-12-10,,,,1,15.0,264.37,Credit Card,U.S.A.
1837,2024/12/09,John Doe,Household,Table,1,,337.43,CASH,United States
7114,2024/12/09,Wei Zhang,Clothing,Shirt,Five,10.5,266.42,Paypal,India
5312,2024/12/09,Jane Smith,Fruits,Apple,Five,10.5,75.06,,United States
5592,12/11/2024,Ali Khan,Clothing,Shirt,Five,15.0,,CASH,
2729,"Dec 11, 2024",,Clothing,Shirt,10,15.0,88.13,Debit,China
9973,12/11/2024,Jane Smith,Electronics,Laptop,Five,,125.37,Paypal,Germany
6395,2024-12-10,Maria Lopez,Electronics,Laptop,3,10.5,109.5,CASH,USA
6485,2024-12-10,,,,10,15 USD,,Debit,INDIA
3673,2024/12/09,John Doe,Household,Table,10,15.0,457.44,Credit Card,China
1761,2024-12-10,Wei Zhang,Clothing,Shirt,1,10.5,216.16,Debit,INDIA
1232,,Ali Khan,Fruits,Apple,Five,8,11.85,CASH,U.S.A.
1776,2024-12-10,,Fruits,Apple,1,10.5,471.07,Credit Card,USA
4943,"Dec 11, 2024",,Household,Table,2,,68.17,Debit,China
7586,"Dec 11, 2024",Jane Smith,Fruits,Apple,Five,10.5,170.31,CASH,China
5399,,,Vegetables,Tomato,3,10.5,314.84,Paypal,India
9217,12/11/2024,,Fruits,Apple,3,8,331.89,Credit Card,
7043,,,Vegetables,Tomato,10,20.0,425.26,Paypal,INDIA
6406,2024-12-10,Maria Lopez,Electronics,Laptop,10,15.0,58.23,Debit,U.S.A.
3478,"Dec 11, 2024",Ali Khan,Vegetables,Tomato,10,15.0,121.32,CASH,China
2025,"Dec 11, 2024",Jane Smith,Clothing,Shirt,1,8,200.21,Credit Card,Germany
1864,"Dec 11, 2024",Maria Lopez,Household,Table,10,8,50.45,Credit Card,China
5210,12/11/2024,,Vegetables,Tomato,Five,10.5,470.86,Credit Card,United States
6075,,Maria Lopez,Household,Table,10,8,262.55,Credit Card,INDIA
4546,2024-12-10,,Household,Table,2,10.5,487.94,CASH,INDIA
1365,"Dec 11, 2024",Wei Zhang,Clothing,Shirt,3,15.0,252.27,Paypal,India
9378,"Dec 11, 2024",Ali Khan,Fruits,Apple,,20.0,205.21,,India
5460,2024/12/09,Maria Lopez,,,1,10.5,117.81,Cash,USA
7858,2024/12/09,Wei Zhang,Fruits,Apple,Five,15.0,437.19,Paypal,United States
4723,12/11/2024,Ali Khan,Clothing,Shirt,Five,,291.48,Debit,United States
1434,12/11/2024,,,,10,15 USD,406.74,Paypal,Germany
3758,,,Clothing,Shirt,10,15.0,42.36,Debit,INDIA
7165,2024/12/09,,Electronics,Laptop,Five,,497.47,Paypal,China
9546,2024/12/09,Jane Smith,,,2,,18.68,Paypal,United States
9288,,,Fruits,Banana,,15 USD,343.06,,Germany
3804,"Dec 11, 2024",Wei Zhang,Vegetables,Tomato,2,20.0,88.4,,India
2500,"Dec 11, 2024",Maria Lopez,Household,Table,,15 USD,409.07,CASH,China
1144,,,Household,Table,10,8,440.51,Credit Card,INDIA
6295,,John Doe,Electronics,Laptop,2,20.0,204.22,Cash,
8432,2024/12/09,Maria Lopez,Electronics,Laptop,Five,15 USD,66.88,Paypal,United States
8756,,Ali Khan,,,1,20.0,238.7,Debit,
9788,,Wei Zhang,Fruits,Apple,Five,8,203.78,Credit Card,INDIA
